"Game.ID","Team","Player","Player.ID","Minutes.Played","Field.Goals","Field.Goal.Attempts","Field.Goal.Percentage","X3.Point.Field.Goals","X3.Point.Field.Goal.Attempts","X3.Point.Field.Goal.Percentage","Free.Throws","Free.Throw.Attempts","Free.Throw.Percentage","Offensive.Rebounds","Defensive.Rebounds","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Points","Plus.Minus","Games","GP","GameDate","Seconds.Played","playoff_ind"
"201301210CHA","CHA","Jeff Taylor","tayloje03",16.5333333333333,3,5,0.6,0,0,NA,1,2,0.5,0,1,1,2,2,0,0,3,7,6,1,1,"2013-01-21",992,0
"201301210CHA","CHA","Jeff Adrien","adrieje01",14.3833333333333,0,3,0,0,0,NA,2,2,1,0,2,2,0,0,1,0,0,2,-6,1,1,"2013-01-21",863,0
"201301210CHA","CHA","Brendan Haywood","haywobr01",12.1333333333333,1,1,1,0,0,NA,0,0,NA,1,2,3,0,0,1,0,3,2,-9,1,1,"2013-01-21",728,0
"201301210CHA","CHA","Tyrus Thomas","thomaty01",9.36666666666667,0,0,NA,0,0,NA,0,0,NA,0,2,2,1,0,0,0,1,0,0,1,1,"2013-01-21",562,0
"201301210CHA","CHA","Ben Gordon","gordobe01",8.46666666666667,0,4,0,0,2,0,0,0,NA,0,1,1,0,0,0,0,0,0,-9,1,1,"2013-01-21",508,0
"201301210CHI","LAL","Kobe Bryant","bryanko01",41.9666666666667,7,22,0.318,0,6,0,2,3,0.667,0,4,4,5,0,0,3,2,16,-12,1,1,"2013-01-21",2518,0
"201301210CHI","LAL","Metta World Peace","artesro01",38.65,4,11,0.364,1,4,0.25,3,4,0.75,3,5,8,1,4,3,1,3,12,-8,1,1,"2013-01-21",2319,0
"201301210CHI","LAL","Steve Nash","nashst01",35.8,7,12,0.583,2,3,0.667,2,2,1,0,4,4,6,0,0,2,1,18,-7,1,1,"2013-01-21",2148,0
"201301210CHI","LAL","Earl Clark","clarkea01",34.65,6,13,0.462,0,1,0,0,0,NA,4,4,8,0,0,2,0,1,12,-12,1,1,"2013-01-21",2079,0
"201301210CHI","LAL","Dwight Howard","howardw01",29.7666666666667,2,5,0.4,0,0,NA,4,8,0.5,3,6,9,0,0,2,4,5,8,-4,1,1,"2013-01-21",1786,0
"201301210CHI","LAL","Pau Gasol","gasolpa01",25.5333333333333,6,14,0.429,0,1,0,3,4,0.75,3,9,12,2,0,2,2,3,15,-11,1,1,"2013-01-21",1532,0
"201301210CHI","LAL","Antawn Jamison","jamisan01",15.4,0,1,0,0,1,0,2,2,1,1,2,3,0,0,0,1,0,2,-1,1,1,"2013-01-21",924,0
"201301210CHI","LAL","Chris Duhon","duhonch01",12.2,0,2,0,0,1,0,0,0,NA,0,0,0,1,1,0,2,1,0,-5,1,1,"2013-01-21",732,0
"201301210CHI","LAL","Jodie Meeks","meeksjo01",3.1,0,0,NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,1,1,1,"2013-01-21",186,0
"201301210CHI","LAL","Darius Morris","morrida01",2.93333333333333,0,1,0,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,-1,1,1,"2013-01-21",176,0
"201301210CHI","CHI","Jimmy Butler","butleji01",43.4833333333333,4,10,0.4,0,1,0,2,2,1,3,5,8,4,1,0,0,2,10,17,1,1,"2013-01-21",2609,0
"201301210CHI","CHI","Joakim Noah","noahjo01",35.1666666666667,2,8,0.25,0,0,NA,2,4,0.5,5,8,13,3,2,6,0,5,6,6,1,1,"2013-01-21",2110,0
"201301210CHI","CHI","Carlos Boozer","boozeca01",34.75,7,17,0.412,0,0,NA,0,0,NA,4,2,6,2,0,2,2,0,14,11,1,1,"2013-01-21",2085,0
"201301210CHI","CHI","Kirk Hinrich","hinriki01",33.4666666666667,9,11,0.818,3,4,0.75,1,2,0.5,0,7,7,8,1,0,1,3,22,10,1,1,"2013-01-21",2008,0
"201301210CHI","CHI","Richard Hamilton","hamilri01",25.2666666666667,6,18,0.333,0,3,0,1,2,0.5,0,1,1,4,2,1,1,2,13,4,1,1,"2013-01-21",1516,0
"201301210CHI","CHI","Marco Belinelli","belinma01",22.7333333333333,5,8,0.625,3,3,1,2,2,1,0,0,0,1,0,0,1,1,15,8,1,1,"2013-01-21",1364,0
"201301210CHI","CHI","Nate Robinson","robinna01",14.5333333333333,4,7,0.571,3,4,0.75,0,0,NA,0,0,0,2,3,0,3,2,11,2,1,1,"2013-01-21",872,0
"201301210CHI","CHI","Taj Gibson","gibsota01",13.25,2,8,0.25,0,0,NA,0,0,NA,1,0,1,1,0,1,0,1,4,1,1,1,"2013-01-21",795,0
"201301210CHI","CHI","Nazr Mohammed","mohamna01",12.8333333333333,0,3,0,0,0,NA,0,0,NA,0,3,3,0,0,1,0,4,0,6,1,1,"2013-01-21",770,0
"201301210CHI","CHI","Daequan Cook","cookda02",4.51666666666667,0,3,0,0,2,0,0,0,NA,1,0,1,0,0,0,0,0,0,-5,1,1,"2013-01-21",271,0
"201301210GSW","LAC","Blake Griffin","griffbl01",40.5166666666667,11,18,0.611,0,2,0,4,6,0.667,4,9,13,8,3,2,5,0,26,13,1,1,"2013-01-21",2431,0
"201301210GSW","LAC","Chris Paul","paulch01",33.4666666666667,1,7,0.143,0,3,0,2,3,0.667,0,2,2,9,2,0,2,4,4,5,1,1,"2013-01-21",2008,0
"201301210GSW","LAC","Caron Butler","butleca01",25.6166666666667,7,12,0.583,3,7,0.429,2,2,1,1,4,5,3,2,1,0,0,19,15,1,1,"2013-01-21",1537,0
"201301210GSW","LAC","DeAndre Jordan","jordade01",21.1,0,0,NA,0,0,NA,1,2,0.5,0,3,3,0,0,1,1,2,1,4,1,1,"2013-01-21",1266,0
"201301210GSW","LAC","Willie Green","greenwi01",13.7666666666667,2,5,0.4,0,2,0,1,1,1,0,1,1,1,1,0,1,1,5,-2,1,1,"2013-01-21",826,0
"201301210GSW","LAC","Jamal Crawford","crawfja01",33.25,9,18,0.5,6,11,0.545,0,0,NA,0,0,0,1,0,0,1,0,24,-3,1,1,"2013-01-21",1995,0
"201301210GSW","LAC","Matt Barnes","barnema02",22.4666666666667,3,8,0.375,1,4,0.25,2,4,0.5,2,1,3,2,1,1,0,2,9,-23,1,1,"2013-01-21",1348,0
"201301210GSW","LAC","Lamar Odom","odomla01",22.2,2,9,0.222,0,0,NA,0,2,0,2,6,8,4,0,0,1,3,4,-11,1,1,"2013-01-21",1332,0
"201301210GSW","LAC","Eric Bledsoe","bledser01",20.45,3,5,0.6,1,1,1,0,0,NA,0,1,1,4,1,0,3,3,7,-15,1,1,"2013-01-21",1227,0
"201301210GSW","LAC","Ronny Turiaf","turiaro01",7.15,0,1,0,0,0,NA,0,2,0,1,2,3,0,0,0,0,1,0,-18,1,1,"2013-01-21",429,0
"201301210GSW","GSW","David Lee","leeda02",38.8666666666667,5,16,0.313,0,0,NA,2,2,1,2,9,11,6,0,0,5,5,12,14,1,1,"2013-01-21",2332,0
"201301210GSW","GSW","Klay Thompson","thompkl01",38.7166666666667,6,13,0.462,3,8,0.375,3,3,1,0,2,2,1,1,0,2,0,18,8,1,1,"2013-01-21",2323,0
"201301210GSW","GSW","Stephen Curry","curryst01",36.6333333333333,9,14,0.643,6,8,0.75,4,4,1,0,3,3,6,0,0,2,4,28,7,1,1,"2013-01-21",2198,0
"201301210GSW","GSW","Harrison Barnes","barneha02",15.9833333333333,4,4,1,1,1,1,0,0,NA,0,2,2,1,0,0,1,1,9,-1,1,1,"2013-01-21",959,0
"201301210GSW","GSW","Festus Ezeli","ezelife01",13.6166666666667,0,1,0,0,0,NA,1,2,0.5,1,1,2,0,0,0,0,4,1,-6,1,1,"2013-01-21",817,0
"201301210GSW","GSW","Jarrett Jack","jackja01",33.0333333333333,7,15,0.467,0,2,0,4,4,1,0,6,6,10,1,0,2,1,18,8,1,1,"2013-01-21",1982,0
"201301210GSW","GSW","Carl Landry","landrca01",24.55,3,5,0.6,0,0,NA,0,0,NA,2,3,5,0,1,0,3,0,6,3,1,1,"2013-01-21",1473,0
"201301210GSW","GSW","Andris Biedrins","biedran01",14.8333333333333,0,0,NA,0,0,NA,0,0,NA,0,2,2,0,1,1,0,2,0,-3,1,1,"2013-01-21",890,0
"201301210GSW","GSW","Draymond Green","greendr01",11.7333333333333,3,4,0.75,1,2,0.5,0,0,NA,1,2,3,0,0,0,1,1,7,0,1,1,"2013-01-21",704,0
"201301210GSW","GSW","Richard Jefferson","jefferi01",11.6,2,3,0.667,1,1,1,2,3,0.667,0,3,3,1,0,1,1,3,7,4,1,1,"2013-01-21",696,0
"201301210GSW","GSW","Kent Bazemore","bazemke01",0.333333333333333,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,1,"2013-01-21",20,0
"201301210GSW","GSW","Jeremy Tyler","tylerje01",0.116666666666667,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,"2013-01-21",7,0
"201301210MEM","IND","Paul George","georgpa01",42.5,5,13,0.385,2,4,0.5,0,0,NA,1,9,10,8,2,0,0,0,12,-4,1,1,"2013-01-21",2550,0
"201301210MEM","IND","David West","westda01",35.8833333333333,7,16,0.438,0,1,0,0,0,NA,1,1,2,3,3,5,3,1,14,1,1,1,"2013-01-21",2153,0
"201301210MEM","IND","Lance Stephenson","stephla01",35.2166666666667,3,7,0.429,1,4,0.25,1,2,0.5,0,3,3,1,1,1,2,1,8,2,1,1,"2013-01-21",2113,0
"201301210MEM","IND","George Hill","hillge01",32.5833333333333,5,9,0.556,1,2,0.5,2,3,0.667,0,4,4,4,1,0,8,2,13,-2,1,1,"2013-01-21",1955,0
"201301210MEM","IND","Roy Hibbert","hibbero01",32.5833333333333,4,7,0.571,0,0,NA,2,2,1,1,4,5,2,1,4,2,3,10,-2,1,1,"2013-01-21",1955,0
"201301210MEM","IND","D.J. Augustin","augusdj01",15.4166666666667,2,3,0.667,2,3,0.667,0,1,0,0,0,0,3,0,0,0,0,6,3,1,1,"2013-01-21",925,0
"201301210MEM","IND","Ian Mahinmi","mahinia01",15.4166666666667,2,4,0.5,0,0,NA,0,2,0,1,1,2,0,0,1,0,3,4,3,1,1,"2013-01-21",925,0
"201301210MEM","IND","Tyler Hansbrough","hansbty01",12.1333333333333,4,5,0.8,0,0,NA,1,1,1,5,3,8,0,0,0,2,2,9,0,1,1,"2013-01-21",728,0
"201301210MEM","IND","Orlando Johnson","johnsor01",11.8,2,2,1,2,2,1,0,0,NA,0,0,0,0,0,0,3,2,6,8,1,1,"2013-01-21",708,0
"201301210MEM","IND","Gerald Green","greenge01",6.46666666666667,0,3,0,0,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,-4,1,1,"2013-01-21",388,0
"201301210MEM","MEM","Rudy Gay","gayru01",39.95,7,22,0.318,0,3,0,0,0,NA,3,5,8,3,1,0,1,2,14,5,1,1,"2013-01-21",2397,0
"201301210MEM","MEM","Zach Randolph","randoza01",37.15,5,14,0.357,0,0,NA,3,3,1,2,5,7,1,1,0,1,0,13,-2,1,1,"2013-01-21",2229,0
"201301210MEM","MEM","Mike Conley","conlemi01",33.2166666666667,6,12,0.5,1,4,0.25,0,0,NA,0,0,0,2,3,0,3,3,13,6,1,1,"2013-01-21",1993,0
"201301210MEM","MEM","Marc Gasol","gasolma01",31.3833333333333,2,4,0.5,0,0,NA,2,2,1,2,3,5,2,1,1,2,3,6,8,1,1,"2013-01-21",1883,0
"201301210MEM","MEM","Tony Allen","allento01",25.5166666666667,3,8,0.375,0,0,NA,0,0,NA,5,3,8,1,3,0,1,0,6,-5,1,1,"2013-01-21",1531,0
"201301210MEM","MEM","Wayne Ellington","ellinwa01",25.5833333333333,7,9,0.778,3,3,1,0,0,NA,0,0,0,0,0,0,3,0,17,3,1,1,"2013-01-21",1535,0
"201301210MEM","MEM","Jerryd Bayless","bayleje01",19.7333333333333,2,3,0.667,0,0,NA,0,0,NA,0,4,4,5,0,0,3,0,4,-12,1,1,"2013-01-21",1184,0
"201301210MEM","MEM","Darrell Arthur","arthuda01",16.6166666666667,2,7,0.286,0,0,NA,0,0,NA,1,0,1,1,0,1,0,2,4,-9,1,1,"2013-01-21",997,0
"201301210MEM","MEM","Marreese Speights","speigma01",10.85,1,4,0.25,0,0,NA,2,2,1,1,1,2,1,1,0,1,2,4,1,1,1,"2013-01-21",651,0
"201301210NOH","SAC","DeMarcus Cousins","couside01",40.6666666666667,11,17,0.647,0,2,0,7,9,0.778,6,7,13,3,0,0,2,5,29,-8,1,1,"2013-01-21",2440,0
"201301210NOH","SAC","Isaiah Thomas","thomais02",39.7166666666667,8,14,0.571,1,1,1,3,3,1,0,1,1,3,1,0,4,5,20,-8,1,1,"2013-01-21",2383,0
"201301210NOH","SAC","Tyreke Evans","evansty01",37.1666666666667,5,12,0.417,0,2,0,6,7,0.857,0,2,2,4,2,0,1,3,16,-7,1,1,"2013-01-21",2230,0
"201301210NOH","SAC","John Salmons","salmojo01",29.0666666666667,1,4,0.25,1,2,0.5,2,2,1,0,1,1,4,1,0,0,2,5,-7,1,1,"2013-01-21",1744,0
"201301210NOH","SAC","Jason Thompson","thompja02",17.3833333333333,3,4,0.75,0,0,NA,1,2,0.5,2,4,6,1,0,0,3,2,7,-7,1,1,"2013-01-21",1043,0
"201301210NOH","SAC","Travis Outlaw","outlatr01",15.7,3,6,0.5,1,2,0.5,3,4,0.75,0,2,2,1,0,0,0,1,10,12,1,1,"2013-01-21",942,0
"201301210NOH","SAC","James Johnson","johnsja01",12.45,1,5,0.2,0,0,NA,4,5,0.8,0,1,1,0,0,1,0,0,6,-8,1,1,"2013-01-21",747,0
"201301210NOH","SAC","Francisco Garcia","garcifr01",11.15,1,3,0.333,0,2,0,0,0,NA,0,1,1,0,0,0,0,0,2,-6,1,1,"2013-01-21",669,0
"201301210NOH","SAC","Marcus Thornton","thornma01",10.8333333333333,2,9,0.222,0,3,0,0,0,NA,2,2,4,1,1,0,0,1,4,-2,1,1,"2013-01-21",650,0
"201301210NOH","SAC","Thomas Robinson","robinth01",10.25,1,3,0.333,0,0,NA,0,0,NA,1,3,4,1,0,0,0,3,2,-2,1,1,"2013-01-21",615,0
"201301210NOH","SAC","Aaron Brooks","brookaa01",8.3,1,3,0.333,0,1,0,0,0,NA,1,0,1,0,0,0,0,0,2,-1,1,1,"2013-01-21",498,0
"201301210NOH","SAC","Chuck Hayes","hayesch01",7.33333333333333,1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2,-1,1,1,"2013-01-21",440,0
"201301210NOH","NOH","Greivis Vasquez","vasqugr01",37.35,7,12,0.583,2,4,0.5,3,4,0.75,1,6,7,11,0,0,4,3,19,24,1,1,"2013-01-21",2241,0
"201301210NOH","NOH","Al-Farouq Aminu","aminual01",34.6166666666667,5,7,0.714,1,1,1,3,4,0.75,4,7,11,3,1,0,3,3,14,10,1,1,"2013-01-21",2077,0
"201301210NOH","NOH","Eric Gordon","gordoer01",29.1166666666667,6,15,0.4,2,4,0.5,2,2,1,0,1,1,2,1,0,3,4,16,14,1,1,"2013-01-21",1747,0
"201301210NOH","NOH","Robin Lopez","lopezro01",27.0666666666667,4,9,0.444,0,0,NA,1,1,1,4,1,5,1,1,0,2,2,9,-3,1,1,"2013-01-21",1624,0
"201301210NOH","NOH","Anthony Davis","davisan02",15.3333333333333,5,7,0.714,0,0,NA,1,3,0.333,3,3,6,0,1,3,0,0,11,20,1,1,"2013-01-21",920,0
"201301210NOH","NOH","Ryan Anderson","anderry01",34.3,10,22,0.455,7,14,0.5,0,0,NA,4,2,6,2,0,0,0,4,27,3,1,1,"2013-01-21",2058,0
"201301210NOH","NOH","Jason Smith","smithja02",19.3,2,7,0.286,0,0,NA,4,4,1,3,4,7,0,0,1,2,4,8,-2,1,1,"2013-01-21",1158,0
"201301210NOH","NOH","Lance Thomas","thomala01",13.3833333333333,2,3,0.667,0,0,NA,0,0,NA,1,0,1,0,0,0,0,3,4,-1,1,1,"2013-01-21",803,0
"201301210NOH","NOH","Austin Rivers","riverau01",12.1,0,1,0,0,1,0,1,2,0.5,0,1,1,4,0,0,0,1,1,-12,1,1,"2013-01-21",726,0
"201301210NOH","NOH","Brian Roberts","roberbr01",10.65,1,4,0.25,0,1,0,0,0,NA,0,0,0,2,0,0,1,1,2,-15,1,1,"2013-01-21",639,0
"201301210NOH","NOH","Roger Mason","masonro01",6.78333333333333,1,2,0.5,0,0,NA,1,1,1,0,4,4,0,0,0,0,2,3,7,1,1,"2013-01-21",407,0
"201301210NYK","BRK","Joe Johnson","johnsjo02",39.05,8,20,0.4,5,8,0.625,4,4,1,0,3,3,5,1,0,2,5,25,3,1,1,"2013-01-21",2343,0
"201301210NYK","BRK","Deron Williams","willide01",38.4833333333333,3,10,0.3,2,4,0.5,6,7,0.857,0,5,5,12,0,0,4,3,14,-8,1,1,"2013-01-21",2309,0
"201301210NYK","BRK","Brook Lopez","lopezbr01",34.4166666666667,6,13,0.462,0,0,NA,2,4,0.5,5,6,11,1,0,4,4,3,14,-6,1,1,"2013-01-21",2065,0
"201301210NYK","BRK","Gerald Wallace","wallage01",26.0333333333333,3,5,0.6,2,3,0.667,0,2,0,0,3,3,1,0,0,1,3,8,-2,1,1,"2013-01-21",1562,0
"201301210NYK","BRK","Reggie Evans","evansre01",20.4833333333333,1,3,0.333,0,0,NA,1,2,0.5,2,7,9,0,0,0,0,1,3,-2,1,1,"2013-01-21",1229,0
"201301210NYK","BRK","Kris Humphries","humphkr01",27.3666666666667,5,8,0.625,0,0,NA,1,1,1,5,8,13,1,0,0,3,2,11,4,1,1,"2013-01-21",1642,0
"201301210NYK","BRK","Keith Bogans","boganke01",22.9833333333333,3,6,0.5,2,4,0.5,0,0,NA,0,4,4,0,0,0,1,3,8,6,1,1,"2013-01-21",1379,0
"201301210NYK","BRK","Andray Blatche","blatcan01",13.4833333333333,0,2,0,0,1,0,0,0,NA,0,2,2,2,2,0,2,2,0,10,1,1,"2013-01-21",809,0
"201301210NYK","BRK","C.J. Watson","watsocj01",9.51666666666667,1,3,0.333,1,2,0.5,0,0,NA,0,2,2,0,0,0,0,0,3,11,1,1,"2013-01-21",571,0
"201301210NYK","BRK","Jerry Stackhouse","stackje01",5.05,0,2,0,0,2,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,1,1,"2013-01-21",303,0
"201301210NYK","BRK","MarShon Brooks","brookma01",3.03333333333333,1,2,0.5,0,0,NA,0,0,NA,0,0,0,1,0,0,1,0,2,0,1,1,"2013-01-21",182,0
"201301210NYK","BRK","Damion James","jamesda01",0.116666666666667,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,-1,1,1,"2013-01-21",7,0
"201301210NYK","NYK","Carmelo Anthony","anthoca01",44.8833333333333,11,29,0.379,1,2,0.5,6,6,1,0,3,3,7,0,1,2,4,29,-1,1,1,"2013-01-21",2693,0
"201301210NYK","NYK","Jason Kidd","kiddja01",35.45,4,5,0.8,2,3,0.667,1,2,0.5,0,3,3,1,6,1,0,5,11,-1,1,1,"2013-01-21",2127,0
"201301210NYK","NYK","Tyson Chandler","chandty01",34.9333333333333,3,4,0.75,0,0,NA,1,3,0.333,4,7,11,1,0,0,0,2,7,7,1,1,"2013-01-21",2096,0
"201301210NYK","NYK","Iman Shumpert","shumpim01",20.1,1,6,0.167,0,3,0,0,0,NA,1,3,4,2,1,0,0,1,2,-8,1,1,"2013-01-21",1206,0
"201301210NYK","NYK","Chris Copeland","copelch01",15.0666666666667,2,6,0.333,1,4,0.25,0,0,NA,0,3,3,0,0,0,0,2,5,-2,1,1,"2013-01-21",904,0
"201301210NYK","NYK","J.R. Smith","smithjr01",37.9,7,19,0.368,2,7,0.286,0,0,NA,0,4,4,1,3,0,0,1,16,-4,1,1,"2013-01-21",2274,0
"201301210NYK","NYK","Amar'e Stoudemire","stoudam01",26.5166666666667,6,10,0.6,0,0,NA,3,6,0.5,1,5,6,0,0,0,2,3,15,4,1,1,"2013-01-21",1591,0
"201301210NYK","NYK","Steve Novak","novakst01",13.5166666666667,0,3,0,0,1,0,0,0,NA,0,2,2,1,0,0,0,0,0,-9,1,1,"2013-01-21",811,0
"201301210NYK","NYK","Pablo Prigioni","prigipa01",8.51666666666667,0,0,NA,0,0,NA,0,0,NA,1,0,1,0,1,0,1,2,0,1,1,1,"2013-01-21",511,0
"201301210NYK","NYK","Ronnie Brewer","brewero02",3.11666666666667,0,2,0,0,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,-2,1,1,"2013-01-21",187,0
"201301210PHI","SAS","Kawhi Leonard","leonaka01",34.6166666666667,6,13,0.462,2,5,0.4,2,4,0.5,2,5,7,0,2,0,1,2,16,12,1,1,"2013-01-21",2077,0
"201301210PHI","SAS","Tony Parker","parketo01",34.5166666666667,8,15,0.533,0,2,0,4,5,0.8,0,2,2,8,0,0,5,0,20,17,1,1,"2013-01-21",2071,0
"201301210PHI","SAS","Tim Duncan","duncati01",34.1833333333333,10,17,0.588,0,0,NA,4,4,1,4,13,17,5,2,1,2,2,24,17,1,1,"2013-01-21",2051,0
"201301210PHI","SAS","Tiago Splitter","splitti01",29.4333333333333,4,9,0.444,0,0,NA,2,4,0.5,2,10,12,0,2,1,1,1,10,-3,1,1,"2013-01-21",1766,0
"201301210PHI","SAS","Danny Green","greenda02",28.15,2,7,0.286,0,5,0,2,2,1,0,4,4,0,1,1,1,3,6,-3,1,1,"2013-01-21",1689,0
"201301210PHI","SAS","Gary Neal","nealga01",23.2833333333333,1,5,0.2,0,1,0,3,3,1,0,0,0,1,0,0,2,2,5,10,1,1,"2013-01-21",1397,0
"201301210PHI","SAS","Boris Diaw","diawbo01",17.8666666666667,2,5,0.4,1,1,1,1,2,0.5,0,1,1,3,0,0,2,0,6,-8,1,1,"2013-01-21",1072,0
"201301210PHI","SAS","Stephen Jackson","jacksst02",14.85,0,6,0,0,3,0,1,2,0.5,0,0,0,1,1,0,0,2,1,-4,1,1,"2013-01-21",891,0
"201301210PHI","SAS","Nando De Colo","decolna01",13.5,1,2,0.5,0,0,NA,0,0,NA,0,3,3,4,0,0,0,0,2,-10,1,1,"2013-01-21",810,0
"201301210PHI","SAS","Matt Bonner","bonnema01",9.6,0,2,0,0,1,0,0,0,NA,1,0,1,0,0,0,0,0,0,-3,1,1,"2013-01-21",576,0
"201301210PHI","PHI","Evan Turner","turneev01",42.4,8,15,0.533,1,2,0.5,1,1,1,1,11,12,7,0,0,3,4,18,-10,1,1,"2013-01-21",2544,0
"201301210PHI","PHI","Thaddeus Young","youngth01",38.7,7,14,0.5,0,0,NA,0,2,0,1,5,6,2,0,3,3,3,14,-17,1,1,"2013-01-21",2322,0
"201301210PHI","PHI","Jrue Holiday","holidjr01",37.3166666666667,7,20,0.35,0,1,0,1,1,1,0,2,2,8,4,0,6,0,15,-16,1,1,"2013-01-21",2239,0
"201301210PHI","PHI","Lavoy Allen","allenla01",17.3666666666667,1,3,0.333,0,0,NA,0,0,NA,3,5,8,0,1,0,0,2,2,-3,1,1,"2013-01-21",1042,0
"201301210PHI","PHI","Dorell Wright","wrighdo01",16.4333333333333,1,5,0.2,0,3,0,1,2,0.5,0,4,4,3,0,0,0,1,3,-6,1,1,"2013-01-21",986,0
"201301210PHI","PHI","Spencer Hawes","hawessp01",34.6333333333333,7,12,0.583,1,2,0.5,1,2,0.5,1,5,6,4,1,3,1,1,16,14,1,1,"2013-01-21",2078,0
"201301210PHI","PHI","Nick Young","youngni01",30.65,4,10,0.4,1,4,0.25,3,3,1,0,3,3,1,0,0,1,4,12,8,1,1,"2013-01-21",1839,0
"201301210PHI","PHI","Royal Ivey","iveyro01",15.8666666666667,1,3,0.333,1,2,0.5,0,0,NA,0,0,0,0,0,0,1,1,3,5,1,1,"2013-01-21",952,0
"201301210PHI","PHI","Damien Wilkins","wilkida02",4.13333333333333,0,1,0,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,0,1,1,"2013-01-21",248,0
"201301210PHI","PHI","Shelvin Mack","macksh01",2.51666666666667,1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,2,0,1,1,"2013-01-21",151,0
"201301210POR","WAS","Martell Webster","webstma02",38.25,8,11,0.727,4,6,0.667,4,4,1,0,4,4,6,0,0,2,1,24,11,1,1,"2013-01-21",2295,0
"201301210POR","WAS","Nene Hilario","hilarne01",32.3333333333333,10,17,0.588,0,0,NA,4,5,0.8,4,5,9,5,4,0,1,2,24,3,1,1,"2013-01-21",1940,0
"201301210POR","WAS","Emeka Okafor","okafoem01",29.55,6,11,0.545,0,0,NA,1,4,0.25,4,9,13,3,0,1,2,1,13,9,1,1,"2013-01-21",1773,0
"201301210POR","WAS","Bradley Beal","bealbr01",25.8166666666667,1,7,0.143,0,2,0,0,0,NA,1,4,5,1,0,0,2,2,2,12,1,1,"2013-01-21",1549,0
"201301210POR","WAS","A.J. Price","priceaj01",21.6333333333333,2,7,0.286,0,3,0,0,0,NA,0,1,1,4,0,0,0,1,4,9,1,1,"2013-01-21",1298,0
"201301210POR","WAS","John Wall","walljo01",26.3666666666667,2,8,0.25,0,0,NA,2,2,1,0,3,3,2,1,0,4,3,6,-6,1,1,"2013-01-21",1582,0
"201301210POR","WAS","Jordan Crawford","crawfjo02",22.1833333333333,5,8,0.625,3,4,0.75,0,0,NA,0,1,1,1,0,0,1,3,13,-9,1,1,"2013-01-21",1331,0
"201301210POR","WAS","Trevor Ariza","arizatr01",18.75,1,4,0.25,1,4,0.25,0,0,NA,0,4,4,1,1,0,1,1,3,-4,1,1,"2013-01-21",1125,0
"201301210POR","WAS","Kevin Seraphin","serapke01",15.45,3,9,0.333,0,0,NA,0,0,NA,2,1,3,0,0,0,1,1,6,0,1,1,"2013-01-21",927,0
"201301210POR","WAS","Trevor Booker","booketr01",9.66666666666667,1,2,0.5,0,0,NA,1,2,0.5,0,1,1,0,0,0,1,3,3,-10,1,1,"2013-01-21",580,0
"201301210POR","POR","Nicolas Batum","batumni01",40.7666666666667,5,10,0.5,0,3,0,2,2,1,3,7,10,11,3,2,2,3,12,2,1,1,"2013-01-21",2446,0
"201301210POR","POR","LaMarcus Aldridge","aldrila01",38.8833333333333,6,15,0.4,0,0,NA,5,6,0.833,2,10,12,3,2,0,1,3,17,4,1,1,"2013-01-21",2333,0
"201301210POR","POR","Damian Lillard","lillada01",37.55,7,17,0.412,2,6,0.333,2,2,1,1,2,3,5,0,0,3,2,18,-10,1,1,"2013-01-21",2253,0
"201301210POR","POR","Wesley Matthews","matthwe02",34.65,6,14,0.429,3,8,0.375,2,2,1,0,1,1,1,0,0,1,2,17,-10,1,1,"2013-01-21",2079,0
"201301210POR","POR","J.J. Hickson","hicksjj01",28.0666666666667,7,10,0.7,0,0,NA,2,3,0.667,2,4,6,1,0,1,4,1,16,1,1,1,"2013-01-21",1684,0
"201301210POR","POR","Luke Babbitt","babbilu01",16.5833333333333,1,5,0.2,1,4,0.25,0,0,NA,0,2,2,0,0,0,0,0,3,-3,1,1,"2013-01-21",995,0
"201301210POR","POR","Meyers Leonard","leoname01",12.4666666666667,3,3,1,0,0,NA,0,1,0,1,3,4,0,0,0,1,4,6,-8,1,1,"2013-01-21",748,0
"201301210POR","POR","Will Barton","bartowi01",11.2666666666667,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,6,1,1,"2013-01-21",676,0
"201301210POR","POR","Ronnie Price","pricero01",10.45,1,2,0.5,1,2,0.5,0,0,NA,0,1,1,4,0,0,1,0,3,7,1,1,"2013-01-21",627,0
"201301210POR","POR","Victor Claver","clavevi01",9.31666666666667,1,5,0.2,0,1,0,1,2,0.5,1,2,3,0,0,0,0,2,3,-4,1,1,"2013-01-21",559,0
